"PatternId_decimal",description,"killchain_stage",name,objective,"pattern_updated",scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
4758,"This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files and was terminated.",ResponseActions,,"Falcon Detection Method","1698429517.0","activity_prevented","A malicious activity was prevented",10,True,"Machine Learning","Sensor-based ML"
4759,"This file meets the File Analysis ML algorithm's lowest-confidence threshold for malware. The process was blocked.",ResponseActions,,"Falcon Detection Method","1698430764.0","activity_prevented","A malicious activity was prevented",10,True,"Machine Learning","Cloud-based ML"
4760,"This file meets the File Analysis ML algorithm's lowest-confidence threshold for malware. The process was terminated.",ResponseActions,,"Falcon Detection Method","1698429517.0","activity_prevented","A malicious activity was prevented",10,True,"Machine Learning","Cloud-based ML"
4761,"This file meets the File Analysis ML algorithm's low-confidence threshold for malware. The process was blocked.",ResponseActions,,"Falcon Detection Method","1698429517.0","activity_prevented","A malicious activity was prevented",30,True,"Machine Learning","Cloud-based ML"
4762,"This file meets the File Analysis ML algorithm's low-confidence threshold for malware. The process was terminated.",ResponseActions,,"Falcon Detection Method","1698429517.0","activity_prevented","A malicious activity was prevented",30,True,"Machine Learning","Cloud-based ML"
4763,"This file meets the File Analysis ML algorithm's medium-confidence threshold for malware. The process was blocked.",ResponseActions,,"Falcon Detection Method","1698430764.0","activity_prevented","A malicious activity was prevented",50,True,"Machine Learning","Cloud-based ML"
4764,"This file meets the File Analysis ML algorithm's medium-confidence threshold for malware. The process was terminated.",ResponseActions,,"Falcon Detection Method","1698429517.0","activity_prevented","A malicious activity was prevented",50,True,"Machine Learning","Cloud-based ML"
4765,"This file meets the File Analysis ML algorithm's high-confidence threshold for malware. The process was blocked.",ResponseActions,,"Falcon Detection Method","1698430764.0","activity_prevented","A malicious activity was prevented",70,True,"Machine Learning","Cloud-based ML"
4766,"This file meets the File Analysis ML algorithm's high-confidence threshold for malware. The process was terminated.",ResponseActions,,"Falcon Detection Method","1698430764.0","activity_prevented","A malicious activity was prevented",70,True,"Machine Learning","Cloud-based ML"
4768,"A file written to the file-system meets the File Analysis ML algorithm's high-confidence threshold for malware.",Unknown,,"Falcon Detection Method","1698430764.0",NGAV,NGAV,70,True,"Machine Learning","Sensor-based ML"
4769,"A file written to the file-system meets the File Analysis ML algorithm's medium-confidence threshold for malware.",Unknown,,"Falcon Detection Method","1698429517.0",NGAV,NGAV,50,True,"Machine Learning","Sensor-based ML"
4770,"A file written to the file-system meets the File Analysis ML algorithm's low-confidence threshold for malware.",Unknown,,"Falcon Detection Method","1698430764.0",NGAV,NGAV,30,True,"Machine Learning","Sensor-based ML"
4771,"A file written to the file-system meets the File Analysis ML algorithm's lowest-confidence threshold for malware.",Unknown,,"Falcon Detection Method","1698429517.0",NGAV,NGAV,10,True,"Machine Learning","Sensor-based ML"
4772,"A file written to the file-system surpassed a high-confidence adware detection threshold.",Unknown,,"Falcon Detection Method","1698429517.0",NGAV,NGAV,30,True,"Machine Learning","Adware/PUP"
4773,"A file written to the file-system surpassed a medium-confidence adware detection threshold.",Unknown,,"Falcon Detection Method","1698429517.0",NGAV,NGAV,30,True,"Machine Learning","Adware/PUP"
4774,"A file written to the file-system surpassed a low-confidence adware detection threshold.",Unknown,,"Falcon Detection Method","1698429517.0",NGAV,NGAV,30,True,"Machine Learning","Adware/PUP"
4775,"A file written to the file-system surpassed a lowest-confidence adware detection threshold.",Unknown,,"Falcon Detection Method","1698429517.0",NGAV,NGAV,30,True,"Machine Learning","Adware/PUP"
4776,"An Office file with a macro written to the file system meets the File Analysis ML algorithm's high-confidence threshold for malware.",Unknown,OnWriteOfficeMacroMLHigh,"Falcon Detection Method","1698430764.0",NGAV,NGAV,70,True,"Machine Learning","Cloud-based ML"
4777,"An Office file with a macro written to the file system meets the File Analysis ML algorithm's medium-confidence threshold for malware.",Unknown,OnWriteOfficeMacroMLMedium,"Falcon Detection Method","1698430764.0",NGAV,NGAV,50,True,"Machine Learning","Cloud-based ML"
4778,"An Office file with a macro written to the file system meets the File Analysis ML algorithm's low-confidence threshold for malware.",Unknown,OnWriteOfficeMacroMLLow,"Falcon Detection Method","1698430764.0",NGAV,NGAV,30,True,"Machine Learning","Cloud-based ML"
4779,"An Office file with a macro written to the file system meets the File Analysis ML algorithm's lowest-confidence threshold for malware.",Unknown,OnWriteOfficeMacroMLLowest,"Falcon Detection Method","1698430764.0",NGAV,NGAV,10,True,"Machine Learning","Cloud-based ML"
4780,"An Office file with a macro written to the file system meets the File Analysis ML algorithm's 1 percent FP confidence threshold for malware.",Unknown,OnWriteOfficeMacroML1PercentFP,"Falcon Detection Method","1698430764.0",NGAV,NGAV,10,False,"Machine Learning","Cloud-based ML"
4781,"An Office file with a macro written to the file system meets the File Analysis ML algorithm's 10 percent FP confidence threshold for malware.",Unknown,OnWriteOfficeMacroML10PercentFP,"Falcon Detection Method","1698429517.0",NGAV,NGAV,10,False,"Machine Learning","Cloud-based ML"
4782,"An Office file with a macro that CrowdStrike analysts have deemed malicious was written to the file system.",Unknown,OnWriteAnalystDirtyMacroSha256,"Falcon Detection Method","1698429517.0",NGAV,NGAV,70,True,"Falcon Intel","Intelligence Indicator - Hash"
4783,"An Office file with a macro written to the file system meets the File Analysis ML algorithm's high-confidence threshold for malware.",Unknown,"CloudDetect-OnWriteMacroKestrelXMLHigh",,"1698429517.0",NGAV,NGAV,70,True,,
4784,"An Office file with a macro written to the file system meets the File Analysis ML algorithm's medium-confidence threshold for malware.",Unknown,"CloudDetect-OnWriteMacroKestrelXMLMedium",,"1698429517.0",NGAV,NGAV,50,True,,
4785,"An Office file with a macro written to the file system meets the File Analysis ML algorithm's low-confidence threshold for malware.",Unknown,"CloudDetect-OnWriteMacroKestrelXMLLow",,"1698429517.0",NGAV,NGAV,30,True,,
4786,"An Office file with a macro written to the file system meets the File Analysis ML algorithm's lowest-confidence threshold for malware.",Unknown,"CloudDetect-OnWriteMacroKestrelXMLLowest",,"1698430764.0",NGAV,NGAV,10,True,,
4787,"An Office file with a macro that CrowdStrike analysts have deemed malicious was written to the file system.",Unknown,"CloudDetect-OnWriteAnalystDirtyMacroSha256",,"1698430764.0",NGAV,NGAV,70,True,,
4800,"A hash matched a CrowdStrike Intelligence indicator that has previously been used in targeted attacks.",Unknown,IntelExecuteHigh,"Falcon Detection Method","1698430764.0","intel_detection","Intelligence-driven detection",70,True,"Falcon Intel","Intelligence Indicator - Hash"
4801,"A hash matched a CrowdStrike Intelligence indicator.",Unknown,IntelExecuteMedium,"Falcon Detection Method","1698430764.0","intel_detection","Intelligence-driven detection",50,True,"Falcon Intel","Intelligence Indicator - Hash"
4802,"A hash matched a CrowdStrike Intelligence indicator used in non-targeted, commodity malware.",Unknown,IntelExecuteLow,"Falcon Detection Method","1698430764.0","intel_detection","Intelligence-driven detection",30,True,"Falcon Intel","Intelligence Indicator - Hash"
4810,"An IP address matched a CrowdStrike Intelligence indicator that has previously been used in targeted attacks.",Unknown,IntelIPHigh,,"1698429517.0","intel_detection","Intelligence-driven detection",80,True,,
4811,"An IP address matched a CrowdStrike Intelligence indicator.",Unknown,IntelIPMedium,,"1698429517.0","intel_detection","Intelligence-driven detection",50,True,,
4812,"An IP address matched a CrowdStrike Intelligence indicator used in non-targeted, commodity malware.",Unknown,IntelIPLow,,"1698429517.0","intel_detection","Intelligence-driven detection",30,True,,
4900,"A domain lookup matched a CrowdStrike Intelligence indicator that has previously been used in targeted attacks.",Unknown,IntelDomainHigh,"Falcon Detection Method","1698429517.0","intel_detection","Intelligence-driven detection",70,True,"Falcon Intel","Intelligence Indicator - Domain"
4901,"A domain lookup matched a CrowdStrike Intelligence indicator.",Unknown,IntelDomainMedium,"Falcon Detection Method","1698429517.0","intel_detection","Intelligence-driven detection",50,True,"Falcon Intel","Intelligence Indicator - Domain"
4902,"A domain lookup matched a CrowdStrike Intelligence indicator used in non-targeted, commodity malware.",Unknown,IntelDomainLow,"Falcon Detection Method","1698430764.0","intel_detection","Intelligence-driven detection",30,True,"Falcon Intel","Intelligence Indicator - Domain"
5000,"Falcon Overwatch has identified suspicious activity that requires additional validation. This activity should be investigated as normal.",Unknown,OverWatchAlertValidation,"Falcon Detection Method","1698430764.0","overwatch_detection","Falcon Overwatch detection",50,True,"Falcon Overwatch","Suspicious Activity"
5001,"Falcon Overwatch has identified probable testing activity. This activity was raised for your situational awareness.",Unknown,OverWatchAlertTesting,"Falcon Detection Method","1698430764.0","overwatch_detection","Falcon Overwatch detection",30,True,"Falcon Overwatch","Suspicious Activity"
5100,"The process or module loaded by this process has been identified as malicious and should be reviewed accordingly. The determination was based on the combination of the file's composition and its behaviors through static analysis.",Unknown,deprecated,"Falcon Detection Method","1698430764.0","machine_learning","Machine learning",50,False,"Machine Learning","Cloud-based ML"
5101,"The process or module loaded by this process has been identified as malicious and should be reviewed accordingly. The determination was based on the combination of the file's composition and its behaviors by analyzing collected information.",Unknown,deprecated,"Falcon Detection Method","1698430764.0","machine_learning","Machine learning",50,False,"Machine Learning","Cloud-based ML"
